"date","time.uhi.min","min.urb","min.rur","min.urb.q002","min.rur.q002","time.uhi.max","max.urb","max.rur","max.urb.q098","max.rur.q098","uhi.med","med.urb","med.rur"
2021-09-21,2021-09-21 05:30:00,7.10138893127441,7.16340160369873,7.1152777671814,7.20763874053955,2021-09-21 12:30:00,31.3646411895752,29.9200859069824,31.1776670074463,28.5750007629395,0.7,14.4246299714564,13.722888032474
2021-09-22,2021-09-22 05:30:00,3.79999995231628,3.09999990463257,4.06858072280884,3.09999990463257,2021-09-22 11:30:00,29.1902923583984,28.8712139129639,29.1357122421265,28.3854721069336,0.8,15.5212031607869,14.7630053113726
2021-09-23,2021-09-23 05:30:00,7.79970598220825,7.11666679382324,8.14619331359863,7.35222240447998,2021-09-23 12:30:00,29.6189098358154,27.9932098388672,29.3586260986328,26.9522455596924,0.9,16.6970929657975,15.8076718626627
2021-09-24,2021-09-24 03:00:00,13.3020839691162,13.3145837783813,13.3229169845581,13.3440279388428,2021-09-24 12:30:00,27.1062545776367,28.247917175293,26.93984375,27.5504167938232,0.5,17.8437847940195,17.3748428035013
2021-09-25,2021-09-25 03:00:00,9.45924472808838,8.60000038146973,9.69236087799072,8.81124984741211,2021-09-25 12:30:00,37.8535346984863,35.321605682373,37.2638740539551,33.3773481750488,0.9,19.4493044141962,18.5452313562667
2021-09-26,2021-09-26 03:00:00,11.8824796676636,10.0921640396118,13.2247262954712,10.6000003814697,2021-09-26 12:00:00,26.8972263336182,26.6889514923096,26.8599370956421,26.6000003814697,0.6,19.1822431593579,18.6266453998651
2021-10-01,2021-10-01 05:30:00,10.0534725189209,10.0020837783813,10.0823789596558,10.0090274810791,2021-10-01 11:00:00,19.6000003814697,19.6597213745117,19.6000003814697,19.6458339691162,0.1,13.8165033155245,13.7272757967087
2021-10-02,2021-10-02 01:00:00,5.7532114982605,3.28541660308838,6.03566675186157,3.55617702484131,2021-10-02 12:00:00,19.7965278625488,19.7708320617676,19.7569446563721,19.7291660308838,0.2,14.9151507902981,14.7639871430899
2021-10-03,2021-10-03 22:00:00,10.253472328186,10.2041664123535,10.2823787689209,10.2118053436279,2021-10-03 12:00:00,19,19,19,19,0.1,14.2917367216514,14.2398307783448
2021-10-04,2021-10-04 04:00:00,8.90690040588379,9.00416660308838,8.93396663665771,9.07083320617676,2021-10-04 13:00:00,23.9333763122559,23.5347938537598,23.7034477233887,23.1999187469482,0.3,13.816216389125,13.5355962504655
2021-10-05,2021-10-05 18:30:00,5.1972222328186,4.34583330154419,5.39910931587219,5.06069862365723,2021-10-05 13:30:00,18.8909912109375,18.7993049621582,18.7858793258667,18.6404158782959,0.3,12.5253418122601,12.246102716428
2021-10-06,2021-10-06 22:30:00,2.95555543899536,2.09999990463257,3.30522756576538,2.09999990463257,2021-10-06 14:30:00,15.7644529342651,15.8312501907349,15.6973941802979,15.7591246414185,0,10.9674969606091,10.9726653490349
2021-10-07,2021-10-07 04:30:00,7.12630224227905,6.51875019073486,7.453009557724,6.53263870239258,2021-10-07 12:30:00,25.0415649414062,24.7056274414062,24.9100122451782,24.5216342163086,0.7,13.889494353375,13.2101096003587
2021-10-08,2021-10-08 05:30:00,5.71477174758911,5.53125,5.76206607818603,5.61458301544189,2021-10-08 11:30:00,29.8979167938232,29.8979167938232,29.877082824707,29.8423614501953,0.9,13.3734172696297,12.5072730490629
2021-10-09,2021-10-09 03:30:00,5.91697025299072,5.5097222328186,6.11119790077209,5.52361106872559,2021-10-09 12:00:00,30.3778553009033,30.3562488555908,30.3167430877686,30.2679166412354,0.9,13.628849338415,12.7588230781588
2021-10-10,2021-10-10 06:00:00,4.00621604919434,3.91041660308838,4.02016191482544,3.93125009536743,2021-10-10 12:00:00,27.6729183197021,27.6729183197021,27.5786251068115,27.4004724884033,0.3,11.9584319042641,11.6411732886471
2021-10-11,2021-10-11 06:00:00,6.3515191078186,6.30000019073486,6.38489594459534,6.32012516021729,2021-10-11 11:00:00,20.3951435089111,20.3597221374512,20.3453935623169,20.2836765289307,0.2,12.3973358001646,12.192646461016
2021-10-13,2021-10-13 21:00:00,-4.57734346389771,-4.40460062026978,-4.4745614528656,-4.3328413772583,2021-10-13 12:00:00,19.7923603057861,19.7270832061768,19.7040264129639,19.6229152679443,0.4,8.40643436544423,8.05163597379066
2021-10-14,2021-10-14 00:00:00,-3.28744196891785,-3.29375004768372,-3.23906247615814,-3.27291655540466,2021-10-14 12:00:00,18.4965381622314,18.470832824707,18.4569435119629,18.4458332061768,0.1,10.6272967478814,10.5019144760636
2021-10-15,2021-10-15 23:00:00,3.33582186698914,2.44583344459534,3.72456116676331,3.01588357925415,2021-10-15 13:00:00,19.6958637237549,19.685417175293,19.6568874359131,19.6638893127441,0.3,10.5064590987863,10.2455633057189
2021-10-16,2021-10-16 06:00:00,2.62083315849304,2.62083315849304,2.69027757644653,2.7070335483551,2021-10-16 10:00:00,20.8931274414062,20.7708320617676,20.8207824707031,20.7119437408447,0.3,9.04384012705778,8.75498614923862
2021-10-17,2021-10-17 06:00:00,-3.09411644935608,-3.44127607345581,-1.89884268045425,-2.71316669464111,2021-10-17 11:30:00,20.893726348877,20.8708324432373,20.8493968963623,20.8152770996094,0.3,10.4025330596209,10.0550349288112
2021-10-18,2021-10-18 02:30:00,4.23737955093384,3.79999995231628,4.54291663169861,3.79999995231628,2021-10-18 12:30:00,20.5738143920898,20.5487365722656,20.4899976730347,20.4958324432373,0.3,12.4785803345396,12.2134540571751
